0, 0, (31.5, 1516.96, 1869.3181818181818), [0.8466639164968095, 0.2786706656361061, 0.030620401970831934, 7, 18, 0.0600575737756297, 0.8293527663885787, 0.5109352989009032, 0.7824192308453812, 0.5438145140559759, 'CoEvELO']
0, 1, (30.5, 1845.88, 1748.0416666666667), [0.5296680302038603, 0.7913396501236944, 0.1484756029295331, 6, 1, 0.6141293126585077, 0.7893003170753544, 0.27548353980645435, 0.1367370822796239, 0.32084294928487345, 'CoEvGA']
0, 2, (30.0, 1628.4166666666667, 1886.8333333333333), [0.12297458178514886, 0.6892306869658429, 0.7148493268065897, 6, 14, 0.8592884890421564, 0.5742506862351809, 0.5004585268846088, 0.4516465027404083, 0.016439674148995054, 'GABotsLit']
0, 3, (29.0, 1561.0, 1995.1538461538462), [0.10373467819859672, 0.961272247785899, 0.8833467825088809, 6, 7, 0.3245942883610985, 0.9685604724645657, 0.6039455496315845, 0.13132116016646456, 0.6308930758328315, 'CoEvELO']
0, 4, (28.5, 1748.6521739130435, 1748.1538461538462), [0.4859717980626773, 0.6061377722530442, 0.7690359014217759, 5, 2, 0.5359423083410759, 0.2502058625939866, 0.21263002112864848, 0.9258892735541014, 0.8120464407808758, 'CoEvGA']
0, 5, (27.5, 1567.5238095238096, 1904.6153846153845), [0.8236764429411386, 0.3421385248489114, 0.03804993858450434, 5, 12, 0.6771749205448041, 0.10525102343194481, 0.9302053416800453, 0.4498789212944384, 0.44761875467539647, 'GABotsLit']
0, 6, (27.5, 1774.8095238095239, 1663.8846153846155), [0.9609987620355505, 0.20610609964580984, 0.507066433589285, 4, 4, 0.9707413947048525, 0.3705438550855966, 0.19917051121690899, 0.18188515852994291, 0.1173103447579249, 'CoEvGA']
0, 7, (27.0, 1616.3333333333333, 1903.2592592592594), [0.9291443488886724, 0.7502030751695131, 0.7437527057678102, 2, 2, 0.511100935792232, 0.7213028361032197, 0.5590256083711386, 0.2615184431104183, 0.7774327843360552, 'CoEvELO']
0, 8, (27.0, 1619.142857142857, 1839.5925925925926), [0.24828854117733912, 0.8999707242482075, 0.7263712750326307, 1, 19, 0.8089887021281921, 0.44300790338559803, 0.5108326262050714, 0.226295668792857, 0.9835853623793082, 'GABotsLit']
0, 9, (26.5, 1435.15, 1968.7407407407406), [0.2852493952791957, 0.030117081355244824, 0.5725553409674055, 6, 17, 0.2861725587415407, 0.9271914077457131, 0.2664893851232498, 0.5158698667832745, 0.30820488364743004, 'GABotsLit']
0, 10, (26.5, 1468.85, 1951.148148148148), [0.965954342890369, 0.4145858805797874, 0.5024027405763758, 8, 17, 0.6860722488962545, 0.9487061328399283, 0.03804765977886704, 0.11268153953011151, 0.20435247897995978, 'GABotsLit']
0, 11, (26.5, 1567.6666666666667, 1822.857142857143), [0.956636271863732, 0.2579380498672741, 0.6393568712921733, 7, 17, 0.023178269925433037, 0.1866656204511874, 0.8990435733515699, 0.6637621419651777, 0.7502877068361935, 'CoEvELO']
0, 12, (26.0, 1586.55, 1796.357142857143), [0.3390729325360927, 0.1305158934195393, 0.06912474831286741, 8, 2, 0.7841551494600603, 0.8182534032606329, 0.7844896246021426, 0.4211679057584541, 0.7454018349476341, 'CoEvGA']
0, 13, (26.0, 1628.3, 1972.9642857142858), [0.16846696454019505, 0.9633468064642499, 0.789097289541181, 2, 19, 0.8795128759915216, 0.9204724802858336, 0.3887979788155116, 0.8242883235207035, 0.6129754483818649, 'CoEvELO']
0, 14, (22.5, 1563.9411764705883, 1887.40625), [0.18243372802157765, 0.018896528679374525, 0.8960905257877619, 5, 11, 0.9502573366218408, 0.608636223992721, 0.3560660179061693, 0.3398173646106416, 0.2635904919086409, 'CoEvGA']
