,0
19,"[0.26130416864716943, 0.3739702329926411, 0.9374743425303085, 6, 7, 0.8353753495440162, 0.1881640834408287, 0.2716850495281453, 0.10697597413047988, 0.3111363057105869] : (9.5, 1624.75, 1897.5)"
20,"[0.7084100025387775, 0.3191276279035322, 0.47529319990076835, 6, 7, 0.37184626104900853, 0.12843909835422707, 0.5004585268846088, 0.899030337315419, 0.4058218517535608] : (9.5, 1639.5, 1768.25)"
21,"[0.12297458178514886, 0.3739702329926411, 0.23387001708205835, 5, 7, 0.16798171863478006, 0.030258068335302313, 0.5004585268846088, 0.4516465027404083, 0.3111363057105869] : (9.5, 1691.75, 1798.5)"
22,"[0.12297458178514886, 0.2337044192511496, 0.9282312517318159, 5, 16, 0.9085490452694681, 0.12036073831393124, 0.2716850495281453, 0.10697597413047988, 0.4058218517535608] : (9.5, 1713.5, 2148.75)"
23,"[0.6396041860643442, 0.6892306869658429, 0.19087352081775188, 6, 3, 0.37184626104900853, 0.5742506862351809, 0.5004585268846088, 0.10697597413047988, 0.016439674148995054] : (9.5, 1732.75, 1955.25)"
24,"[0.7132326631910321, 0.5746484694013645, 0.9282312517318159, 5, 3, 0.37184626104900853, 0.5742506862351809, 0.2120793513202579, 0.10697597413047988, 0.6211069544190239] : (9.5, 1756.0, 1309.5)"
25,"[0.26130416864716943, 0.3739702329926411, 0.9374743425303085, 6, 7, 0.8353753495440162, 0.9353012554261307, 0.2716850495281453, 0.10697597413047988, 0.3111363057105869] : (9.5, 1805.5, 1236.75)"
26,"[0.12297458178514886, 0.5746484694013645, 0.19087352081775188, 6, 7, 0.6949860019429546, 0.6048399971579781, 0.2716850495281453, 0.10697597413047988, 0.4058218517535608] : (9.5, 1833.0, 1040.25)"
27,"[0.47043757570362954, 0.23613758325569456, 0.9374743425303085, 7, 12, 0.8353753495440162, 0.6044721622170547, 0.2716850495281453, 0.9607603499747486, 0.9605258503818835] : (9.5, 1837.5, 982.25)"
28,"[0.5204718432353929, 0.3191276279035322, 0.9031096892607785, 6, 7, 0.5984351303661619, 0.9353012554261307, 0.5004585268846088, 0.4516465027404083, 0.4058218517535608] : (9.5, 1876.125, 1434.75)"
29,"[0.7084100025387775, 0.5746484694013645, 0.47529319990076835, 6, 19, 0.37184626104900853, 0.12843909835422707, 0.6040635763756278, 0.899030337315419, 0.4058218517535608] : (9.5, 1877.5, 1481.75)"
