,0
17,"[0.6723372942038859, 0.5555052480919985, 0.1203995482783563, 6, 6, 0.6579504044504251, 0.5689160638174834, 0.09474902558618481, 0.3467794375030422, 0.97756939162289] : (9.5, 1761.125, 1544.75)"
18,"[0.427927274450449, 0.8972984380864832, 0.1203995482783563, 6, 19, 0.6579504044504251, 0.6313274449842905, 0.056897705445631774, 0.17436585103594238, 0.3611799039980491] : (9.5, 1768.125, 1929.75)"
19,"[0.6411804291937272, 0.28712225743463937, 0.1203995482783563, 2, 19, 0.6579504044504251, 0.574149638946416, 0.4671483850597573, 0.23359711705145603, 0.994617492012028] : (9.5, 1773.875, 1972.25)"
20,"[0.5517067455362453, 0.19072272805426593, 0.1203995482783563, 5, 6, 0.9226723184184151, 0.5212731931057791, 0.056897705445631774, 0.3467794375030422, 0.97756939162289] : (9.5, 1774.375, 1821.5)"
21,"[0.7350000618369562, 0.5555052480919985, 0.1203995482783563, 6, 19, 0.6579504044504251, 0.5689160638174834, 0.056897705445631774, 0.3467794375030422, 0.97756939162289] : (9.5, 1774.75, 1469.0)"
22,"[0.43312298744118694, 0.8546694679643757, 0.8622225959672726, 2, 2, 0.4180796757508637, 0.5212731931057791, 0.09502835532432996, 0.4316508991760536, 0.97756939162289] : (9.5, 1786.0, 1912.75)"
23,"[0.5517067455362453, 0.160555960839734, 0.41827176839481683, 5, 9, 0.2560754326889694, 0.8988056519403884, 0.0019532101698244153, 0.08168797455103127, 0.8305714112665281] : (9.5, 1790.875, 1150.75)"
24,"[0.4039305076908333, 0.8690397460330949, 0.9406308181487544, 3, 19, 0.6579504044504251, 0.6313274449842905, 0.14375056215476367, 0.012881318567602884, 0.1898217502096431] : (9.5, 1822.375, 1008.0)"
25,"[0.5517067455362453, 0.160555960839734, 0.3624269220068387, 5, 19, 0.6579504044504251, 0.5689160638174834, 0.056897705445631774, 0.3467794375030422, 0.97756939162289] : (9.5, 1842.375, 1336.5)"
26,"[0.7090162056792927, 0.28712225743463937, 0.9870341487737686, 2, 19, 0.48229891321164176, 0.8988056519403884, 0.4671483850597573, 0.3467794375030422, 0.994617492012028] : (9.5, 1850.25, 1483.25)"
27,"[0.43312298744118694, 0.6526713910324212, 0.6444864174219714, 3, 12, 0.6579504044504251, 0.8988056519403884, 0.8415427613467509, 0.6172415523573727, 0.7824277435704903] : (9.5, 1862.25, 1089.75)"
28,"[0.6411804291937272, 0.7755258281414878, 0.07902448921680416, 6, 19, 0.6579504044504251, 0.7752456570842561, 0.5079342398631898, 0.012881318567602884, 0.6825800381584612] : (9.5, 1881.0, 1696.0)"
29,"[0.9591883815401797, 0.18492759336915454, 0.6444864174219714, 5, 19, 0.9226723184184151, 0.5212731931057791, 0.6845245900478272, 0.012881318567602884, 0.6392181534183707] : (9.5, 1884.25, 1146.25)"
