0, 0, (9.5, 1885.375, 2059.75), [0.9869552312124007, 0.6433570701040783, 0.07824876688771198, 7, 1, 0.11796580074539786, 0.8861439078027721, 0.44313871464099996, 0.39385170931854785, 0.5714479838821729]
0, 1, (9.0, 1866.0, 1641.4), [0.4314498485426588, 0.34716038400641736, 0.7081497976872019, 10, 2, 0.2376263316887558, 0.2607068485512296, 0.0019253702088708469, 0.7681070452535238, 0.3242770494879952]
0, 2, (9.0, 2049.8571428571427, 1279.5), [0.18895450511221945, 0.176325955590537, 0.06922567616561637, 9, 8, 0.41894064958652966, 0.33934873109145647, 0.5502259590939851, 0.6923109311061396, 0.11780048985143365]
0, 3, (8.5, 1649.7142857142858, 1830.8), [0.19095492276248827, 0.28204106216259084, 0.39929479183714445, 1, 9, 0.230381981569181, 0.5641202497336736, 0.21321265066281647, 0.08187708434634955, 0.06082946171213244]
0, 4, (8.5, 1708.2857142857142, 2175.0), [0.7804527696424358, 0.09568167614658873, 0.6681850448425689, 8, 19, 0.22166075417021414, 0.6833745535989809, 0.8293665579294771, 0.7634399710627416, 0.28622387229093793]
0, 5, (8.5, 1874.7142857142858, 1424.2), [0.7073509598107289, 0.5429766087280636, 0.8971275042586362, 5, 3, 0.536070471748306, 0.9378052853919423, 0.7819165364380611, 0.4930739591208486, 0.5431668838998469]
0, 6, (8.5, 1887.0, 1357.8), [0.5436470068303076, 0.3893422110450099, 0.2868274968968254, 10, 13, 0.9666767150397526, 0.006814306446208729, 0.11688648880200836, 0.17072998944959716, 0.6356277221814678]
0, 7, (8.0, 1667.857142857143, 1739.6666666666667), [0.9918374017796833, 0.9762054685012996, 0.1618905470328439, 9, 18, 0.5287043298749978, 0.6310402171422133, 0.29488320470503526, 0.19560694819378188, 0.13352471038412195]
0, 8, (7.5, 1373.1666666666667, 2171.3333333333335), [0.11228495626880153, 0.9828332807301527, 0.3273647376606639, 9, 3, 0.24733128244129654, 0.3820193817863231, 0.6859676255245468, 0.6067502834519626, 0.9610349421620805]
0, 9, (7.5, 1535.0, 1888.8333333333333), [0.07516809980831607, 0.49159596905012126, 0.5809748972379903, 1, 13, 0.813075220357868, 0.5667475862779972, 0.8717960030340153, 0.2931963215330671, 0.14175905019819746]
0, 10, (7.5, 1585.0, 1831.6666666666667), [0.43633496214482725, 0.6310776141024638, 0.33914352914845924, 7, 8, 0.22330717267408517, 0.10828323068301615, 0.5199787204512707, 0.8351710484212456, 0.35279439970411974]
0, 11, (7.5, 1647.5, 1541.1666666666667), [0.4519321316722882, 0.45836854128032667, 0.30457927976908294, 10, 3, 0.12918132184987818, 0.769716470984727, 0.550799018742235, 0.35177617508765824, 0.49509031046088425]
0, 12, (7.5, 1658.3333333333333, 1986.8333333333333), [0.3472365082811728, 0.29582626332693074, 0.46170365330298313, 2, 17, 0.15099227790526992, 0.34883982115731216, 0.11863074716810107, 0.39633710878962347, 0.7301869829905163]
0, 13, (7.5, 1669.3333333333333, 1732.1666666666667), [0.47035310950468323, 0.6824447147565524, 0.06491256321854044, 4, 13, 0.0495572429876282, 0.45419949786909897, 0.9743052437888142, 0.1516618443357135, 0.6050934037367154]
0, 14, (7.5, 1758.5, 1687.6666666666667), [0.9126084980370734, 0.26193203158221257, 0.20513684409278654, 5, 13, 0.5558637115162471, 0.11854995283683945, 0.5738017508386737, 0.9237829921499028, 0.11709645278818503]
0, 15, (7.5, 2167.0, 1862.8333333333333), [0.18850073167541403, 0.5681567158780916, 0.8245501225151226, 5, 4, 0.41999817840180365, 0.9364049753934721, 0.521422973621677, 0.2763673675096395, 0.41663805636979534]
0, 16, (7.5, 2251.1666666666665, 1885.0), [0.030747186961896378, 0.8999038282122914, 0.15221442366231186, 4, 11, 0.7078772026539122, 0.46321722561850287, 0.9909745584387777, 0.9316020472887064, 0.8119081429208405]
0, 17, (7.0, 1793.3333333333333, 1742.5714285714287), [0.07964789063362021, 0.7185290423654966, 0.1376619065368886, 1, 17, 0.2861725587415407, 0.9271914077457131, 0.2664893851232498, 0.19278456584017767, 0.30820488364743004]
0, 18, (7.0, 1905.8333333333333, 1883.2857142857142), [0.6245162759858802, 0.30975185339456734, 0.4402355907784199, 1, 7, 0.7497185496097708, 0.7644918418532507, 0.1179728479818426, 0.701050372027237, 0.45096109424955166]
0, 19, (6.5, 1204.6, 2311.285714285714), [0.43567399847768107, 0.8563489792517799, 0.20985367413940825, 3, 10, 0.2976751297010344, 0.2988694872120917, 0.22554870504215452, 0.7227662466209072, 0.0622934962254027]
0, 20, (6.5, 1349.6, 1916.142857142857), [0.6407787892075478, 0.24578728493610036, 0.2974544240950001, 2, 6, 0.9218925491244345, 0.9459829569986352, 0.32136728890980104, 0.4397363722292129, 0.41386255324684895]
0, 21, (6.5, 1489.4, 2081.1428571428573), [0.2298710635758886, 0.0938962558654397, 0.299240865755974, 1, 13, 0.40567842160450684, 0.406363670955325, 0.8868268346808391, 0.6744841381656799, 0.34709287126275823]
0, 22, (6.5, 1955.8, 1742.5714285714287), [0.23996607770147338, 0.7750879003502584, 0.030662222717618315, 8, 1, 0.9304053179516169, 0.1842176429126815, 0.9074615009311295, 0.008735479772084664, 0.36161975758698195]
0, 23, (6.5, 2311.2, 1698.4285714285713), [0.6405347947863141, 0.9634761482063356, 0.4102328379909289, 10, 4, 0.9641628582557576, 0.15244246895688263, 0.5994593696502396, 0.6170463657497565, 0.3767968388580637]
