,0
17,"[0.11955939658070558, 0.9535889443721887, 0.9652455025162099, 1, 16, 0.43716300212395764, 0.5109251482210939, 0.5512161202286702, 0.9107627092961943, 0.9498437329163858] : (9.5, 1619.25, 1568.25)"
18,"[0.7430243476776784, 0.30592899208797886, 0.4143063309177353, 4, 1, 0.2174060113882973, 0.044838314398748635, 0.8334925151221273, 0.6899219785009973, 0.2579911214737698] : (9.5, 1619.75, 1568.75)"
19,"[0.908472129730608, 0.5561081183927895, 0.03710029649533653, 6, 18, 0.36329010580652366, 0.8429678812158484, 0.5974674173890945, 0.6061113715070153, 0.2957165576007783] : (9.5, 1642.5, 1509.0)"
20,"[0.908472129730608, 0.5561081183927895, 0.9652455025162099, 6, 18, 0.448978067205581, 0.8429678812158484, 0.5512161202286702, 0.9471247310740883, 0.46280997130490176] : (9.5, 1649.375, 1943.5)"
21,"[0.24828854117733912, 0.8999707242482075, 0.16031753086767309, 5, 19, 0.8089887021281921, 0.9853472185502204, 0.3798616574345517, 0.43528160500245916, 0.25498373882013026] : (9.5, 1706.25, 1252.25)"
22,"[0.5476774255127559, 0.9535889443721887, 0.9652455025162099, 8, 16, 0.7178462181436881, 0.6431093817305172, 0.9289471099597004, 0.9471247310740883, 0.46280997130490176] : (9.5, 1706.625, 1741.25)"
23,"[0.11955939658070558, 0.8999707242482075, 0.8414918762552206, 2, 1, 0.7178462181436881, 0.4764100274451646, 0.037539033131833155, 0.39437235436355156, 0.9498437329163858] : (9.5, 1719.375, 1701.5)"
24,"[0.13552648523368072, 0.8999707242482075, 0.8721435880817062, 7, 16, 0.08071954147293292, 0.02817984765318171, 0.6878329881690812, 0.9471247310740883, 0.259293797672996] : (9.5, 1778.0, 1701.5)"
25,"[0.9792065963944682, 0.8999707242482075, 0.8721435880817062, 2, 16, 0.08071954147293292, 0.5109251482210939, 0.6878329881690812, 0.9107627092961943, 0.04020567068433678] : (9.5, 1784.625, 1445.5)"
26,"[0.24828854117733912, 0.18867091525293878, 0.16031753086767309, 7, 19, 0.8089887021281921, 0.9853472185502204, 0.5108326262050714, 0.43528160500245916, 0.9835853623793082] : (9.5, 1793.25, 1559.5)"
27,"[0.5476774255127559, 0.8085461131721333, 0.9652455025162099, 5, 6, 0.6503427619303682, 0.6431093817305172, 0.5512161202286702, 0.226295668792857, 0.6538093756459269] : (9.5, 1803.375, 1336.75)"
28,"[0.5002595662537527, 0.9535889443721887, 0.10499654723834484, 3, 16, 0.7178462181436881, 0.4764100274451646, 0.1670577857718668, 0.4919629329974632, 0.22970922516852643] : (9.5, 1804.375, 2006.75)"
29,"[0.11955939658070558, 0.8999707242482075, 0.03710029649533653, 7, 16, 0.3263406805742516, 0.39641825162992816, 0.5974674173890945, 0.6061113715070153, 0.259293797672996] : (9.5, 1820.0, 1485.25)"
