,0
10,"[0.11164175849906177, 0.7478840562222778, 0.1833820924029611, 6, 7, 0.6115070782260204, 0.09492689500644003, 0.6377430416129822, 0.4344907768586872, 0.1185552606798459] : (9.5, 1597.25, 1633.0)"
11,"[0.6674751521031115, 0.20395198529448244, 0.10721573188716826, 4, 10, 0.6904326611636653, 0.5794635625334936, 0.33464119083319765, 0.3378316111399504, 0.06663503301598495] : (9.5, 1635.75, 1909.25)"
12,"[0.015931798047455592, 0.7685597048575393, 0.35561666534748504, 4, 10, 0.4442147471296517, 0.7056820922125323, 0.6377430416129822, 0.6007953542372482, 0.01488321789402236] : (9.5, 1636.125, 2396.25)"
13,"[0.16009988923937346, 0.9725909209306379, 0.35933817800010714, 5, 10, 0.6904326611636653, 0.5794635625334936, 0.8021251499233888, 0.827608038661569, 0.01488321789402236] : (9.5, 1723.125, 1470.75)"
14,"[0.3115338509716471, 0.043666432215302975, 0.1833820924029611, 4, 13, 0.6150025800847072, 0.8210772087519923, 0.19162931031802932, 0.1324619245942985, 0.8443047281342836] : (9.5, 1732.75, 1683.75)"
15,"[0.015931798047455592, 0.7685597048575393, 0.9854884898350403, 4, 15, 0.4442147471296517, 0.5794635625334936, 0.6377430416129822, 0.827608038661569, 0.01488321789402236] : (9.5, 1734.75, 2137.5)"
16,"[0.3115338509716471, 0.043666432215302975, 0.1833820924029611, 6, 13, 0.797672079124042, 0.8210772087519923, 0.19162931031802932, 0.1324619245942985, 0.01488321789402236] : (9.5, 1745.5, 1289.0)"
17,"[0.6140911334870341, 0.20395198529448244, 0.10721573188716826, 6, 7, 0.797672079124042, 0.455507052087315, 0.8021251499233888, 0.3181631026734064, 0.01488321789402236] : (9.5, 1746.25, 1131.25)"
18,"[0.47607158532354554, 0.8377938210267372, 0.006695452117377321, 6, 10, 0.9532106779027852, 0.7352970838962393, 0.9481727262014195, 0.8664375200169508, 0.18321470475482204] : (9.5, 1785.0, 1222.5)"
19,"[0.6444697144772145, 0.4513466526021771, 0.006695452117377321, 6, 10, 0.8432863852753292, 0.7352970838962393, 0.8314333244877192, 0.8664375200169508, 0.17857423697764585] : (9.5, 1799.25, 2265.0)"
20,"[0.3346749143549771, 0.8377938210267372, 0.006695452117377321, 6, 10, 0.8432863852753292, 0.7352970838962393, 0.8314333244877192, 0.8664375200169508, 0.01488321789402236] : (9.5, 1799.5, 1300.25)"
21,"[0.3346749143549771, 0.6508240728006984, 0.6007403242475401, 10, 10, 0.6904326611636653, 0.023724569751697233, 0.6377430416129822, 0.8114135472747721, 0.01488321789402236] : (9.5, 1821.625, 1379.0)"
22,"[0.3346749143549771, 0.20395198529448244, 0.9854884898350403, 6, 11, 0.03682690177417369, 0.5794635625334936, 0.6377430416129822, 0.827608038661569, 0.01488321789402236] : (9.5, 1824.5, 1491.5)"
23,"[0.6674751521031115, 0.4513466526021771, 0.8977898869599252, 4, 17, 0.2413255853419045, 0.32715731648888513, 0.9481727262014195, 0.3378316111399504, 0.03537396587530173] : (9.5, 1841.125, 1700.25)"
24,"[0.16009988923937346, 0.20395198529448244, 0.9854884898350403, 3, 10, 0.6904326611636653, 0.5794635625334936, 0.6377430416129822, 0.827608038661569, 0.9483221052499771] : (9.5, 1849.625, 1134.75)"
25,"[0.4491149317423806, 0.043666432215302975, 0.43445879950028765, 3, 7, 0.797672079124042, 0.9756982295116983, 0.8021251499233888, 0.1324619245942985, 0.10767561746209009] : (9.5, 1851.25, 1891.0)"
26,"[0.6674751521031115, 0.02979473554467027, 0.6885874239568449, 6, 17, 0.9532106779027852, 0.09492689500644003, 0.8264857230267688, 0.9588515917674306, 0.022022122119125354] : (9.5, 1881.625, 1346.5)"
27,"[0.6444697144772145, 0.9451440441225779, 0.1736199816684455, 3, 12, 0.6150025800847072, 0.32715731648888513, 0.47460664884446857, 0.3378316111399504, 0.8157595744733497] : (9.5, 1886.625, 1115.0)"
28,"[0.3346749143549771, 0.8377938210267372, 0.6726344422885286, 1, 18, 0.6904326611636653, 0.023724569751697233, 0.2657718275751887, 0.8664375200169508, 0.12768065108220594] : (9.5, 1903.375, 1444.5)"
29,"[0.6674751521031115, 0.02979473554467027, 0.8977898869599252, 6, 17, 0.2413255853419045, 0.8210772087519923, 0.33464119083319765, 0.3181631026734064, 0.03537396587530173] : (9.5, 1912.875, 1539.25)"
